Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Unnamed: 11,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Unnamed: 20,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
27/05/2020,Delhi,184362.0,Tested,15257.0,,,,,Hospital,,,,,,,,,,https://delhifightscorona.in/wp-content/uploads/2020/05/05-27.pdf,,,,,,,
28/05/2020,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2020,Goa,220.0,Samples Sent,5.0,197.0,18.0,,,,,,,,,,,,,https://www.goa.gov.in/wp-content/uploads/2020/04/Media-Bulletin-02.04.2020.pdf,,,2.27%,0.14,143.0,44.0,1540000.0
09/04/2020,Goa,344.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/dip_goa/status/1248237654258352129?s=09,,,2.03%,0.22,223.0,49.0,1540000.0
10/04/2020,Goa,354.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1248609175241764872/photo/1,,,1.98%,0.23,230.0,51.0,1540000.0
12/04/2020,Goa,406.0,Samples Sent,7.0,,,,202.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1249332036751347713,,,1.72%,0.26,264.0,58.0,1540000.0
13/04/2020,Goa,440.0,Samples Sent,7.0,,,,202.0,Facility,,,,,,,,,,https://t.me/indiacovid/2180,,,1.59%,0.29,286.0,63.0,1540000.0
14/04/2020,Goa,479.0,Samples Sent,7.0,,,,202.0,Facility,,,,,,,,,,https://t.me/indiacovid/2280,,,1.46%,0.31,311.0,68.0,1540000.0
15/04/2020,Goa,556.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1250412621158690818?s=19,,,1.26%,0.36,361.0,79.0,1540000.0
16/04/2020,Goa,611.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1250772892956028930?s=19,,,1.15%,0.4,397.0,87.0,1540000.0
17/04/2020,Goa,673.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1251147496824303620,,,1.04%,0.44,437.0,96.0,1540000.0
18/04/2020,Goa,758.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1251500960444104704,,,0.92%,0.49,492.0,108.0,1540000.0
19/04/2020,Goa,826.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1251858305669980160,,,0.85%,0.54,536.0,118.0,1540000.0
20/04/2020,Goa,901.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1252228312107118593,,,0.78%,0.59,585.0,129.0,1540000.0
21/04/2020,Goa,1004.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1252606575077847040,,,0.70%,0.65,652.0,143.0,1540000.0
22/04/2020,Goa,1116.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1253201084950016000?s=19,,,0.63%,0.72,725.0,159.0,1540000.0
23/04/2020,Goa,1206.0,Samples Sent,7.0,,,,,,,,,,,,,,,https://twitter.com/DHS_Goa/status/1253330859903479814,,,0.58%,0.78,783.0,172.0,1540000.0
24/04/2020,Goa,,Samples Sent,,,,,,,,,,,,,,,,,,,,0.0,0.0,,1540000.0
27/04/2020,Goa,1541.0,Samples Sent,7.0,,,,316.0,Facility,,,,,,,,,,https://nhm.goa.gov.in/,,,0.45%,1.0,1001.0,220.0,1540000.0
28/04/2020,Goa,1776.0,Samples Sent,7.0,,,,330.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1255132758822678530?s=19,,,0.39%,1.15,1153.0,254.0,1540000.0
29/04/2020,Goa,1871.0,Samples Sent,7.0,,,,347.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1255509839742148608?s=09,,,0.37%,1.21,1215.0,267.0,1540000.0
30/04/2020,Goa,2031.0,Samples Sent,7.0,,,,430.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1255876950222008320/photo/1,,,0.34%,1.32,1319.0,290.0,1540000.0
01/05/2020,Goa,2181.0,Samples Sent,7.0,,,,468.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1256231452225798144/photo/1,,,0.32%,1.42,1416.0,312.0,1540000.0
02/05/2020,Goa,2372.0,Samples Sent,7.0,,,,584.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1256595499823529985?s=09,,,0.30%,1.54,1540.0,339.0,1540000.0
03/05/2020,Goa,2548.0,Samples Sent,7.0,,,,805.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1256951473553850371?s=09,,,0.27%,1.65,1655.0,364.0,1540000.0
04/05/2020,Goa,2899.0,Samples Sent,7.0,,,,981.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1257325604912824321?s=19,,,0.24%,1.88,1882.0,414.0,1540000.0
05/05/2020,Goa,3096.0,Samples Sent,7.0,,,,1063.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1257683623370805250?s=19,,,0.23%,2.01,2010.0,442.0,1540000.0
06/05/2020,Goa,3411.0,Samples Sent,7.0,,,,1251.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1258058668999835648/photo/1,,,0.21%,2.21,2215.0,487.0,1540000.0
08/05/2020,Goa,4140.0,Samples Sent,7.0,,,,1661.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1258776339311521793?s=09,,,0.17%,2.69,2688.0,591.0,1540000.0
09/05/2020,Goa,4524.0,Samples Sent,7.0,,,,1974.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1259136672094019585?s=19,,,0.15%,2.94,2938.0,646.0,1540000.0
10/05/2020,Goa,4848.0,Samples Sent,7.0,,,,2223.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1259500127976226819?s=09,,,0.14%,3.15,3148.0,693.0,1540000.0
11/05/2020,Goa,5307.0,Samples Sent,7.0,,,,2503.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1259877518787481602,,,0.13%,3.45,3446.0,758.0,1540000.0
14/05/2020,Goa,6736.0,Samples Sent,7.0,,,,3080.0,Facility,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/2,,https://nhm.goa.gov.in/,0.10%,4.37,4374.0,962.0,1540000.0
15/05/2020,Goa,7304.0,Samples Sent,7.0,,,,3787.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1261315531480719360?s=19,,https://nhm.goa.gov.in/,0.10%,4.74,4743.0,1043.0,1540000.0
16/05/2020,Goa,8011.0,Samples Sent,20.0,,,,4126.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1261709817351032832?s=19,,,0.25%,5.2,5202.0,401.0,1540000.0
17/05/2020,Goa,8785.0,Samples Sent,29.0,,,,4525.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1262066274642784257?s=19,,,0.33%,5.7,5705.0,303.0,1540000.0
18/05/2020,Goa,8785.0,Samples Sent,29.0,,,,4525.0,Facility,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/53,,https://nhm.goa.gov.in/,0.33%,5.7,5705.0,303.0,1540000.0
19/05/2020,Goa,9549.0,Samples Sent,46.0,,,,5072.0,Facility,,,,,,,,,,https://t.me/indiacovid/5130,,https://nhm.goa.gov.in/,0.48%,6.2,6201.0,208.0,1540000.0
20/05/2020,Goa,10136.0,Samples Sent,50.0,,,,5394.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1263108360653516800,,,0.49%,6.58,6582.0,203.0,1540000.0
21/05/2020,Goa,10859.0,Samples Sent,52.0,,,,5773.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1263462554237636610?s=19,,https://t.me/indiacovid/5259,0.48%,7.05,7051.0,209.0,1540000.0
22/05/2020,Goa,11362.0,Samples Sent,54.0,,,,6020.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1263826561528000514,,https://t.me/indiacovid/5322,,,,,
23/05/2020,Goa,11945.0,Samples Sent,55.0,,,,6360.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1264200133043879936,,,,,,,
24/05/2020,Goa,12499.0,Samples Sent,66.0,,,,6713.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1264545760856530944/photo/1,,,,,,,
25/05/2020,Goa,12860.0,Samples Sent,67.0,,,,6902.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1264911787305996288/photo/1,,,,,,,
26/05/2020,Goa,13303.0,Samples Sent,67.0,,,,7157.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1265286605561982976?s=19,,,,,,,
27/05/2020,Goa,13911.0,Samples Sent,68.0,,,,7231.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1265656097743880197?s=19,,,,,,,
28/05/2020,Goa,14782.0,Samples Sent,69.0,,,,7252.0,Facility,,,,,,,,,,https://twitter.com/DHS_Goa/status/1266001899418877954,,https://t.me/indiacovid/5741,,,,,
29/05/2020,Goa,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2020,Gujarat,4224.0,Tested,186.0,3905.0,133.0,,12299.0,All Included,,,,,1761.0,,,,,https://t.me/indiacovid/1850?single,,,4.40%,0.06,62.0,23.0,67936000.0
10/04/2020,Gujarat,7718.0,Tested,378.0,7237.0,103.0,,,All Included,,,,,,,,,,https://t.me/indiacovid/1994?single,,,4.90%,0.11,114.0,20.0,67936000.0
11/04/2020,Gujarat,9763.0,Tested,468.0,8888.0,407.0,,12042.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/,,,4.79%,0.14,144.0,21.0,67936000.0
12/04/2020,Gujarat,11715.0,Tested,516.0,10867.0,332.0,,14013.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1204122020080245240.pdf,,https://gujcovid19.gujarat.gov.in/,4.40%,0.17,172.0,23.0,67936000.0
13/04/2020,Gujarat,14251.0,Tested,572.0,12970.0,709.0,,,All Included,14204.0,,,,,,,,,https://gujcovid19.gujarat.gov.in/,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1304132020080356644.pdf,4.01%,0.21,210.0,25.0,67936000.0
14/04/2020,Gujarat,14980.0,Tested,617.0,14363.0,,,,All Included,,,,,,,,,41112.0,https://gujcovid19.gujarat.gov.in/,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1404142020112010574.pdf,4.12%,0.22,221.0,24.0,67936000.0
15/04/2020,Gujarat,19197.0,Tested,766.0,18431.0,0.0,,15147.0,All Included,,,,,,,,,,https://t.me/indiacovid/2364?single,,,3.99%,0.28,283.0,25.0,67936000.0
16/04/2020,Gujarat,20903.0,Tested,929.0,19974.0,0.0,,14906.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1604162020113223580.pdf,,,4.44%,0.31,308.0,23.0,67936000.0
17/04/2020,Gujarat,23483.0,Tested,1099.0,22339.0,45.0,,15914.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1704172020075526411.pdf,,,4.68%,0.35,346.0,21.0,67936000.0
18/04/2020,Gujarat,26102.0,Tested,1376.0,24726.0,0.0,,16925.0,All Included,,,,,,,,,,https://twitter.com/PIBAhmedabad/status/1251515915323289601,,,5.27%,0.38,384.0,19.0,67936000.0
19/04/2020,Gujarat,29104.0,Tested,1743.0,27361.0,0.0,,18540.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1904192020081511588.pdf,,,5.99%,0.43,428.0,17.0,67936000.0
20/04/2020,Gujarat,33316.0,Tested,1939.0,31377.0,0.0,,23749.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2004202020085436665.pdf,,,5.82%,0.49,490.0,17.0,67936000.0
21/04/2020,Gujarat,36829.0,Tested,2178.0,34651.0,0.0,,30354.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2104212020084254089.pdf,,,5.91%,0.54,542.0,17.0,67936000.0
22/04/2020,Gujarat,39421.0,Tested,2407.0,37014.0,0.0,,32317.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2204222020082020535.pdf,,https://gujcovid19.gujarat.gov.in/,6.11%,0.58,580.0,16.0,67936000.0
23/04/2020,Gujarat,42384.0,Tested,2624.0,39760.0,0.0,,34409.0,All Included,,,,,28.0,,,,53060.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2304232020085856435.pdf,,,6.19%,0.62,624.0,16.0,67936000.0
24/04/2020,Gujarat,46743.0,Tested,2815.0,41007.0,2921.0,,33734.0,All Included,,,,,,,,,54151.0,https://gujcovid19.gujarat.gov.in/,,,6.02%,0.69,688.0,17.0,67936000.0
25/04/2020,Gujarat,48315.0,Tested,3061.0,45254.0,0.0,,36730.0,All Included,,,,,30.0,,,,55188.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2504252020100330249.pdf,,,6.34%,0.71,711.0,16.0,67936000.0
26/04/2020,Gujarat,51091.0,Tested,3301.0,47790.0,0.0,,39535.0,All Included,,,,,27.0,,,,56269.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2604262020085308375.pdf,,,6.46%,0.75,752.0,15.0,67936000.0
27/04/2020,Gujarat,53575.0,Tested,3547.0,50028.0,0.0,,40851.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2704272020081006359.pdf,,,6.62%,0.79,789.0,15.0,67936000.0
28/04/2020,Gujarat,56101.0,Tested,3774.0,52327.0,0.0,,41417.0,All Included,,,,,,,,,58828.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2804282020081458432.pdf,,,6.73%,0.83,826.0,15.0,67936000.0
29/04/2020,Gujarat,59488.0,Tested,4082.0,55406.0,0.0,,42390.0,All Included,,,,,,,,,60855.0,https://twitter.com/PIBAhmedabad/status/1255510142499643393,,,6.86%,0.88,876.0,15.0,67936000.0
30/04/2020,Gujarat,64007.0,Tested,4395.0,59612.0,0.0,,45089.0,All Included,,,,,,,,,65325.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief3004302020081246734.pdf,,,6.87%,0.94,942.0,15.0,67936000.0
01/05/2020,Gujarat,68774.0,Tested,4721.0,64053.0,0.0,,43871.0,All Included,,,,,,,,,72248.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0105012020085136642.pdf,,,6.86%,1.01,1012.0,15.0,67936000.0
02/05/2020,Gujarat,74116.0,Tested,5054.0,69062.0,0.0,,45739.0,All Included,,,,,,,,,75691.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0205022020080859502.pdf,,,6.82%,1.09,1091.0,15.0,67936000.0
03/05/2020,Gujarat,80060.0,Tested,5428.0,74632.0,0.0,,47147.0,All Included,,,,,,,,,85937.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0305032020084023552.pdf,,,6.78%,1.18,1178.0,15.0,67936000.0
04/05/2020,Gujarat,84648.0,Tested,5804.0,78844.0,0.0,,50983.0,All Included,,,,,,,,,87996.0,https://gujcovid19.gujarat.gov.in/,,,6.86%,1.25,1246.0,15.0,67936000.0
05/05/2020,Gujarat,89632.0,Tested,6245.0,83387.0,0.0,,50612.0,All Included,,,,,,,,,89902.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0505052020082704549.pdf,,,6.97%,1.32,1319.0,14.0,67936000.0
06/05/2020,Gujarat,95191.0,Tested,6625.0,88566.0,0.0,,58063.0,All Included,,,,,,,,,91642.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief0605062020084004466.pdf,,,6.96%,1.4,1401.0,14.0,67936000.0
07/05/2020,Gujarat,100553.0,Tested,7013.0,93540.0,0.0,,66861.0,All Included,,,,,,,,,93508.0,https://t.me/indiacovid/4220?single,,,6.97%,1.48,1480.0,14.0,67936000.0
08/05/2020,Gujarat,105386.0,Tested,7403.0,97984.0,0.0,,77798.0,All Included,,,,,,,,,95161.0,https://gujcovid19.gujarat.gov.in/,,,7.02%,1.55,1551.0,14.0,67936000.0
09/05/2020,Gujarat,109650.0,Tested,7797.0,101853.0,0.0,,88864.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/,,,7.11%,1.61,1614.0,14.0,67936000.0
10/05/2020,Gujarat,113493.0,Tested,8195.0,105298.0,0.0,,103035.0,All Included,,,,,,,,,98359.0,https://www.deshgujarat.com/2020/05/10/live-daily-briefing-of-health-department-govt-of-gujarat-by-dr-jayanti-ravi/,,,7.22%,1.67,1671.0,14.0,67936000.0
11/05/2020,Gujarat,116470.0,Tested,8541.0,107929.0,0.0,,116072.0,All Included,,,,,,,,,99813.0,https://gujcovid19.gujarat.gov.in/,,,7.33%,1.71,1714.0,14.0,67936000.0
12/05/2020,Gujarat,119536.0,Tested,8903.0,110633.0,0.0,,151147.0,All Included,,,,,,,,,101105.0,https://gujcovid19.gujarat.gov.in/,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1205122020084721437.pdf,7.45%,1.76,1760.0,13.0,67936000.0
13/05/2020,Gujarat,122297.0,Tested,9268.0,113029.0,0.0,,,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/,,,7.58%,1.8,1800.0,13.0,67936000.0
14/05/2020,Gujarat,124708.0,Tested,9591.0,115117.0,0.0,,242866.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/,,,7.69%,1.84,1836.0,13.0,67936000.0
15/05/2020,Gujarat,127859.0,Tested,9932.0,117927.0,0.0,,267787.0,All Included,,,,,,,,,105043.0,https://www.deshgujarat.com/2020/05/15/live-daily-briefing-of-gujarat-health-department-by-dr-jayanti-ravi-2/,,,7.77%,1.88,1882.0,13.0,67936000.0
16/05/2020,Gujarat,138407.0,Tested,10989.0,127418.0,0.0,,300633.0,All Included,,,,,,,,,106152.0,https://twitter.com/PIBAhmedabad/status/1261669285484793857,,,7.94%,2.04,2037.0,13.0,67936000.0
17/05/2020,Gujarat,143600.0,Tested,11380.0,132220.0,0.0,,423882.0,All Included,,,,,,,,,107320.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1705172020094025732.pdf,,,7.92%,2.11,2114.0,13.0,67936000.0
18/05/2020,Gujarat,148824.0,Tested,11746.0,137078.0,0.0,,441627.0,All Included,,,,,,,,,108463.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief1805182020081908578.pdf,,,7.89%,2.19,2191.0,13.0,67936000.0
19/05/2020,Gujarat,154674.0,Tested,12141.0,142533.0,0.0,,458872.0,All Included,,,,,,,,,109685.0,https://twitter.com/PIBAhmedabad/status/1262752065912049664,,,7.85%,2.28,2277.0,13.0,67936000.0
20/05/2020,Gujarat,160772.0,Tested,12539.0,148233.0,0.0,,476084.0,All Included,,,,,,,,,110864.0,https://www.deshgujarat.com/2020/05/20/gujarat-covid19-case-total-12539-new-398-cases-176-discharged-in-24-hours/,,,7.80%,2.37,2367.0,13.0,67936000.0
21/05/2020,Gujarat,166152.0,Tested,12910.0,153242.0,0.0,,496730.0,All Included,,,,,,,,,,https://twitter.com/PIBAhmedabad/status/1263476088816177152?s=20,,,7.77%,2.45,2446.0,13.0,67936000.0
22/05/2020,Gujarat,172562.0,Tested,13273.0,159289.0,0.0,,431143.0,All Included,,,,,,,,,113311.0,https://twitter.com/PIBAhmedabad/status/1263847223785390080/photo/3,,,7.69%,2.54,2540.0,13.0,67936000.0
23/05/2020,Gujarat,178068.0,Tested,13669.0,164399.0,0.0,,482434.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2305232020073105292.pdf,,,7.68%,2.62,2621.0,13.0,67936000.0
24/05/2020,Gujarat,182868.0,Tested,14056.0,168806.0,6.0,,465312.0,All Included,,,,,,,,,115300.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2405242020094425849.pdf,https://gujcovid19.gujarat.gov.in/,,7.69%,2.69,2692.0,13.0,67936000.0
25/05/2020,Gujarat,186361.0,Tested,14468.0,171893.0,0.0,,442597.0,All Included,,,,,,,,,116339.0,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2505252020064620368.pdf,,,7.76%,2.74,2743.0,13.0,67936000.0
26/05/2020,Gujarat,189313.0,Tested,14821.0,,,,364603.0,All Included,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/175,,,,,,,
27/05/2020,Gujarat,193863.0,Tested,15203.0,,,,352319.0,All Included,,,,,,,,,,https://gujcovid19.gujarat.gov.in/uploads/pressbrief2705272020091825307.pdf,,,,,,,
03/04/2020,Haryana,1325.0,Samples Sent,44.0,938.0,343.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/BULLETIN%20EVENING03042020.pdf,,,3.32%,0.05,46.0,30.0,28672000.0
07/04/2020,Haryana,2520.0,Samples Sent,141.0,1821.0,558.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2008042020Morning.pdf,,,5.60%,0.09,88.0,18.0,28672000.0
08/04/2020,Haryana,2650.0,Samples Sent,153.0,1885.0,612.0,,,,,,8649.0,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2008042020%20evening.pdf,,,5.77%,0.09,92.0,17.0,28672000.0
09/04/2020,Haryana,2964.0,Samples Sent,156.0,2017.0,719.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2009042020evening.pdf,,,5.26%,0.1,103.0,19.0,28672000.0
10/04/2020,Haryana,3527.0,Samples Sent,162.0,2447.0,918.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%2010042020%20evening.pdf,,,4.59%,0.12,123.0,22.0,28672000.0
11/04/2020,Haryana,3663.0,Samples Sent,165.0,2472.0,1026.0,,,,,,,,,,,,,https://t.me/indiacovid/2051,,,4.50%,0.13,128.0,22.0,28672000.0
12/04/2020,Haryana,3903.0,Samples Sent,181.0,2513.0,1209.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin12042020%20evening.pdf,,,4.64%,0.14,136.0,22.0,28672000.0
13/04/2020,Haryana,4489.0,Samples Sent,182.0,2961.0,1346.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/bulletin%201342020%20Evening.pdf,,http://www.nhmharyana.gov.in/page.aspx?id=208,4.05%,0.16,157.0,25.0,28672000.0
14/04/2020,Haryana,5210.0,Samples Sent,184.0,3681.0,1345.0,,,,,,,,,,,,,http://www.nrhmhp.gov.in/,,http://www.nhmharyana.gov.in/page.aspx?id=208,3.53%,0.18,182.0,28.0,28672000.0
15/04/2020,Haryana,7388.0,Samples Sent,190.0,5581.0,1617.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20date%2015042020evening.pdf,,,2.57%,0.26,258.0,39.0,28672000.0
16/04/2020,Haryana,8064.0,Samples Sent,214.0,6465.0,1408.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%2016-04-2020%20Evening.pdf,,,2.65%,0.28,281.0,38.0,28672000.0
17/04/2020,Haryana,8884.0,Samples Sent,223.0,7148.0,1527.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin17_04_2020_Evening.pdf,,,2.51%,0.31,310.0,40.0,28672000.0
18/04/2020,Haryana,10454.0,Samples Sent,232.0,8093.0,2143.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20-Morning-%2018-04-2020.pdfhttp://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Bulletin%20Evening%2018-04-2020.pdf,,,2.22%,0.36,365.0,45.0,28672000.0
19/04/2020,Haryana,12687.0,Samples Sent,250.0,10230.0,2221.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20Bulletin%2019th%20Aprilevening.pdf,,,1.97%,0.44,442.0,51.0,28672000.0
20/04/2020,Haryana,13894.0,Samples Sent,251.0,11523.0,2134.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2020-04-2020.pdf,,,1.81%,0.48,485.0,55.0,28672000.0
21/04/2020,Haryana,14562.0,Samples Sent,255.0,12253.0,2068.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2021-04-2020.pdf,,,1.75%,0.51,508.0,57.0,28672000.0
22/04/2020,Haryana,15561.0,Samples Sent,264.0,13397.0,1914.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2022-04-2020.pdf,,,1.70%,0.54,543.0,59.0,28672000.0
23/04/2020,Haryana,17582.0,Samples Sent,270.0,15452.0,1860.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2023-04-2020.pdf,,,1.54%,0.61,613.0,65.0,28672000.0
24/04/2020,Haryana,18845.0,Samples Sent,275.0,16642.0,1928.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2024-04-2020.pdf,,,1.46%,0.66,657.0,69.0,28672000.0
25/04/2020,Haryana,20270.0,Samples Sent,287.0,17787.0,2196.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2025-04-2020.pdf,,,1.42%,0.71,707.0,71.0,28672000.0
26/04/2020,Haryana,21467.0,Samples Sent,296.0,19241.0,1930.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2026-04-2020.pdf,,,1.38%,0.75,749.0,73.0,28672000.0
27/04/2020,Haryana,22993.0,Samples Sent,301.0,20702.0,1990.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2027-04-2020.pdf,,,1.31%,0.8,802.0,76.0,28672000.0
28/04/2020,Haryana,24826.0,Samples Sent,308.0,22578.0,1940.0,,,,,,8734.0,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%20%2028-04-2020.pdf,,,1.24%,0.87,866.0,81.0,28672000.0
29/04/2020,Haryana,26148.0,Samples Sent,311.0,24071.0,1766.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Bulletin%2029-04-2020.pdf,,,1.19%,0.91,912.0,84.0,28672000.0
30/04/2020,Haryana,28202.0,Samples Sent,339.0,25929.0,1934.0,,,,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Evening%20Buletin%20%2030-04-2020.pdf,,,1.20%,0.98,984.0,83.0,28672000.0
